customer_id,tenure_months,monthly_charges,contract,internet_service,tech_support,payment_method,support_tickets,churn
CX02102,13,57.61,Two year,Fiber,Yes,Bank transfer,0,0
CX02103,40,40.2,Two year,Fiber,No,Bank transfer,3,0
CX02104,6,40.64,Month-to-month,Fiber,Yes,Electronic check,1,0
CX02105,46,114.48,One year,Fiber,No,Electronic check,1,0
CX02106,24,18.0,Month-to-month,None,No,Bank transfer,2,0
CX02107,31,64.12,Month-to-month,Fiber,No,Bank transfer,0,1
CX02108,65,100.07,One year,DSL,No,Electronic check,1,1
CX02109,63,78.63,Month-to-month,DSL,Yes,Mailed check,0,0
CX02110,34,49.75,Two year,None,No,Mailed check,2,0
CX02111,29,68.05,Two year,None,Yes,Electronic check,1,0
CX02112,59,87.01,Month-to-month,DSL,No,Electronic check,1,1
CX02113,37,94.58,One year,DSL,Yes,Electronic check,1,0
CX02114,54,48.21,One year,DSL,Yes,Electronic check,1,0
CX02115,9,84.73,One year,Fiber,No,Credit card,1,0
CX02116,52,73.56,One year,DSL,Yes,Electronic check,0,0
CX02117,41,92.3,Month-to-month,DSL,No,Credit card,1,0
CX02118,16,98.59,One year,Fiber,No,Bank transfer,2,1
CX02119,56,60.45,Month-to-month,DSL,No,Mailed check,2,0
CX02120,39,36.11,One year,Fiber,Yes,Bank transfer,0,0
CX02121,53,76.71,Two year,Fiber,Yes,Electronic check,2,0
CX02122,60,107.09,Month-to-month,Fiber,Yes,Bank transfer,0,1
CX02123,19,83.08,Month-to-month,DSL,No,Bank transfer,0,0
CX02124,59,73.06,Month-to-month,DSL,No,Electronic check,2,0
CX02125,72,120.82,Two year,Fiber,Yes,Mailed check,1,0
CX02126,38,45.12,Month-to-month,DSL,Yes,Bank transfer,0,0
CX02127,52,87.87,Month-to-month,DSL,No,Electronic check,5,0
CX02128,56,55.45,One year,Fiber,No,Mailed check,1,0
CX02129,31,69.09,Month-to-month,DSL,Yes,Mailed check,4,0
CX02130,58,69.97,Two year,DSL,Yes,Bank transfer,3,0
CX02131,30,101.32,Month-to-month,Fiber,Yes,Credit card,0,0
CX02132,64,47.41,Month-to-month,DSL,Yes,Bank transfer,2,0
CX02133,57,56.23,Month-to-month,Fiber,Yes,Credit card,0,0
CX02134,39,32.96,Month-to-month,DSL,No,Bank transfer,2,0
CX02135,13,78.72,Month-to-month,Fiber,Yes,Electronic check,1,1
CX02136,60,57.92,Month-to-month,DSL,Yes,Mailed check,1,0
CX02137,47,77.28,Month-to-month,DSL,No,Electronic check,0,0
CX02138,42,44.39,Two year,Fiber,No,Electronic check,0,0
CX02139,52,60.09,Two year,Fiber,Yes,Bank transfer,3,0
CX02140,72,90.86,One year,None,Yes,Electronic check,1,0
CX02141,38,64.16,One year,DSL,Yes,Mailed check,0,0
CX02142,28,81.76,Two year,Fiber,Yes,Mailed check,1,0
CX02143,63,79.62,Two year,Fiber,Yes,Electronic check,1,0
CX02144,47,60.23,Month-to-month,None,Yes,Electronic check,2,0
CX02145,34,33.69,Two year,DSL,Yes,Bank transfer,1,0
CX02146,14,89.68,Month-to-month,Fiber,No,Bank transfer,3,1
CX02147,34,71.76,Month-to-month,DSL,Yes,Mailed check,2,0
CX02148,68,89.63,One year,Fiber,No,Bank transfer,0,0
CX02149,21,23.72,Month-to-month,None,No,Credit card,1,0
CX02150,70,31.6,Two year,Fiber,No,Mailed check,1,0
CX02151,67,20.86,Two year,None,Yes,Mailed check,0,0
CX02152,61,48.71,Month-to-month,Fiber,No,Electronic check,3,0
CX02153,23,90.92,One year,None,Yes,Bank transfer,2,1
CX02154,58,80.45,Two year,Fiber,Yes,Bank transfer,2,0
CX02155,51,67.25,Month-to-month,Fiber,No,Credit card,1,0
CX02156,65,70.89,Month-to-month,Fiber,No,Mailed check,0,1
CX02157,30,84.74,One year,DSL,Yes,Mailed check,2,0
CX02158,45,61.35,One year,Fiber,Yes,Credit card,2,0
CX02159,68,76.71,One year,DSL,No,Credit card,1,0
CX02160,66,71.08,One year,DSL,Yes,Mailed check,1,0
CX02161,69,19.89,Two year,DSL,No,Electronic check,7,1
CX02162,8,59.53,Month-to-month,Fiber,Yes,Mailed check,3,1
CX02163,3,97.89,Month-to-month,Fiber,Yes,Electronic check,2,1
CX02164,7,59.29,Month-to-month,Fiber,Yes,Electronic check,1,1
CX02165,72,64.85,Month-to-month,DSL,No,Electronic check,1,0
CX02166,30,54.65,Month-to-month,DSL,No,Credit card,1,0
CX02167,44,57.34,Two year,Fiber,Yes,Bank transfer,1,0
CX02168,31,92.73,Month-to-month,DSL,No,Credit card,0,0
CX02169,6,62.1,One year,Fiber,Yes,Credit card,0,1
CX02170,66,45.52,Month-to-month,Fiber,Yes,Electronic check,2,0
CX02171,36,18.0,Two year,Fiber,Yes,Electronic check,1,0
CX02172,22,55.4,Month-to-month,DSL,Yes,Credit card,1,0
CX02173,4,24.73,Month-to-month,DSL,Yes,Electronic check,4,1
CX02174,9,27.88,Month-to-month,Fiber,Yes,Mailed check,2,1
CX02175,40,85.49,Month-to-month,Fiber,No,Mailed check,1,1
CX02176,56,83.59,Month-to-month,Fiber,No,Bank transfer,1,1
CX02177,14,25.82,Month-to-month,Fiber,Yes,Bank transfer,0,0
CX02178,39,86.73,Month-to-month,DSL,No,Credit card,2,1
CX02179,27,78.11,Month-to-month,DSL,No,Mailed check,2,1
CX02180,48,50.76,Two year,DSL,No,Mailed check,0,0
CX02181,22,84.16,Month-to-month,DSL,Yes,Bank transfer,6,1
CX02182,64,32.21,Month-to-month,Fiber,No,Bank transfer,3,0
CX02183,44,41.5,One year,Fiber,No,Electronic check,1,0
CX02184,13,36.33,Month-to-month,Fiber,No,Mailed check,0,0
CX02185,60,43.55,One year,Fiber,Yes,Electronic check,1,0
CX02186,47,87.33,Month-to-month,DSL,Yes,Electronic check,0,1
CX02187,68,38.66,Month-to-month,DSL,No,Mailed check,0,0
CX02188,67,42.67,One year,DSL,Yes,Credit card,1,0
CX02189,24,47.06,Month-to-month,DSL,No,Bank transfer,3,1
CX02190,50,72.3,Two year,Fiber,Yes,Credit card,1,0
CX02191,42,60.53,Month-to-month,DSL,Yes,Mailed check,3,0
CX02192,32,86.97,Month-to-month,None,Yes,Bank transfer,0,1
CX02193,1,52.35,Month-to-month,None,No,Electronic check,1,1
CX02194,59,39.63,Month-to-month,Fiber,Yes,Mailed check,0,0
CX02195,27,56.91,Month-to-month,Fiber,Yes,Mailed check,3,1
CX02196,5,68.77,Month-to-month,DSL,Yes,Mailed check,2,0
CX02197,70,47.45,Month-to-month,DSL,Yes,Electronic check,1,0
CX02198,29,74.03,Two year,DSL,Yes,Electronic check,2,0
CX02199,9,107.85,Month-to-month,Fiber,No,Electronic check,2,1
CX02200,32,55.06,Two year,None,No,Bank transfer,1,0
CX02201,63,68.8,Month-to-month,Fiber,No,Mailed check,0,1
CX02202,54,97.55,Month-to-month,None,No,Bank transfer,3,1
CX02203,47,53.53,Two year,DSL,No,Electronic check,1,0
CX02204,22,49.12,One year,Fiber,Yes,Electronic check,1,0
CX02205,22,43.68,Two year,None,No,Credit card,0,0
CX02206,19,76.48,Month-to-month,Fiber,No,Electronic check,2,0
CX02207,57,79.02,Month-to-month,Fiber,No,Credit card,1,1
CX02208,58,64.41,One year,Fiber,No,Credit card,3,0
CX02209,21,68.58,One year,DSL,Yes,Bank transfer,0,0
CX02210,22,95.66,Month-to-month,DSL,Yes,Bank transfer,0,1
CX02211,65,86.69,Month-to-month,Fiber,Yes,Credit card,0,0
CX02212,71,36.75,Two year,None,No,Mailed check,0,0
CX02213,6,67.35,One year,Fiber,No,Electronic check,2,0
CX02214,19,69.85,Two year,None,Yes,Credit card,0,0
CX02215,9,83.35,Month-to-month,DSL,Yes,Credit card,0,0
CX02216,26,62.58,Two year,DSL,No,Electronic check,2,0
CX02217,55,53.27,Month-to-month,Fiber,No,Electronic check,0,0
CX02218,43,57.37,Month-to-month,DSL,No,Electronic check,0,0
CX02219,33,28.32,Month-to-month,Fiber,No,Mailed check,0,0
CX02220,15,66.85,Month-to-month,DSL,No,Credit card,4,1
CX02221,11,54.27,Month-to-month,None,Yes,Electronic check,1,0
CX02222,55,77.64,Two year,DSL,Yes,Bank transfer,1,0
CX02223,37,44.78,Two year,DSL,No,Credit card,0,0
CX02224,2,57.75,Month-to-month,Fiber,No,Electronic check,1,1
CX02225,22,45.8,One year,Fiber,Yes,Bank transfer,1,0
CX02226,49,43.85,Two year,DSL,No,Electronic check,1,0
CX02227,40,82.68,Month-to-month,None,Yes,Bank transfer,1,0
CX02228,53,57.04,Month-to-month,DSL,Yes,Electronic check,0,0
CX02229,54,77.02,Month-to-month,Fiber,No,Credit card,3,1
CX02230,9,42.61,Month-to-month,DSL,No,Electronic check,0,0
CX02231,62,69.35,Month-to-month,None,Yes,Bank transfer,1,0
CX02232,44,30.04,Two year,DSL,No,Electronic check,2,0
CX02233,5,56.66,Month-to-month,DSL,No,Credit card,1,0
CX02234,69,56.11,Month-to-month,DSL,No,Electronic check,0,1
CX02235,43,79.97,Two year,DSL,No,Electronic check,1,0
CX02236,18,71.09,Month-to-month,Fiber,No,Credit card,1,1
CX02237,71,63.27,Month-to-month,DSL,Yes,Electronic check,1,0
CX02238,3,85.53,One year,Fiber,No,Electronic check,1,0
CX02239,34,71.3,Month-to-month,Fiber,No,Credit card,0,0
CX02240,3,78.91,Two year,None,No,Credit card,1,1
CX02241,56,83.93,Month-to-month,None,Yes,Electronic check,0,0
CX02242,56,65.6,Month-to-month,Fiber,Yes,Bank transfer,1,0
CX02243,8,60.6,Month-to-month,DSL,No,Mailed check,1,1
CX02244,22,74.24,Two year,DSL,Yes,Electronic check,1,0
CX02245,63,57.88,Month-to-month,Fiber,No,Bank transfer,1,0
CX02246,19,75.55,Two year,Fiber,Yes,Electronic check,0,0
CX02247,42,91.38,Month-to-month,Fiber,Yes,Credit card,2,0
CX02248,40,85.8,Two year,Fiber,Yes,Electronic check,2,0
CX02249,64,58.63,Month-to-month,Fiber,Yes,Bank transfer,1,0
CX02250,54,38.77,Two year,DSL,No,Electronic check,1,0
CX02251,57,65.78,Two year,None,No,Credit card,2,0
CX02252,7,64.24,One year,Fiber,Yes,Electronic check,1,0
CX02253,63,91.29,Month-to-month,Fiber,Yes,Electronic check,2,0
CX02254,33,58.58,Two year,DSL,No,Credit card,4,0
CX02255,5,62.4,One year,Fiber,Yes,Electronic check,1,0
CX02256,7,83.14,Month-to-month,Fiber,No,Bank transfer,3,1
CX02257,52,56.49,Two year,Fiber,No,Electronic check,1,0
CX02258,64,63.48,Month-to-month,DSL,No,Electronic check,0,1
CX02259,15,104.62,Month-to-month,DSL,Yes,Mailed check,0,0
CX02260,22,99.69,Month-to-month,DSL,No,Electronic check,1,0
CX02261,20,80.8,One year,DSL,No,Electronic check,0,1
CX02262,65,72.86,Month-to-month,Fiber,No,Bank transfer,3,0
CX02263,24,45.69,Month-to-month,Fiber,No,Credit card,3,1
CX02264,47,79.23,Month-to-month,Fiber,No,Electronic check,4,1
CX02265,43,68.24,Two year,DSL,No,Electronic check,1,0
CX02266,30,71.81,Month-to-month,DSL,No,Electronic check,2,0
CX02267,46,55.58,One year,None,Yes,Credit card,1,0
CX02268,15,66.7,Month-to-month,DSL,Yes,Mailed check,0,1
CX02269,68,62.92,Month-to-month,Fiber,No,Bank transfer,1,0
CX02270,66,73.89,Month-to-month,DSL,No,Electronic check,1,0
CX02271,1,98.31,Month-to-month,Fiber,Yes,Bank transfer,0,1
CX02272,35,74.9,Month-to-month,Fiber,No,Bank transfer,2,1
CX02273,14,30.55,One year,Fiber,Yes,Credit card,1,0
CX02274,33,45.65,Month-to-month,DSL,No,Mailed check,1,0
CX02275,27,32.18,One year,DSL,Yes,Electronic check,2,0
CX02276,63,49.54,Month-to-month,Fiber,Yes,Credit card,5,1
CX02277,59,79.23,Two year,Fiber,Yes,Credit card,0,0
CX02278,21,75.76,Month-to-month,Fiber,No,Credit card,2,1
CX02279,40,53.8,Month-to-month,Fiber,Yes,Bank transfer,1,0
CX02280,29,72.8,One year,DSL,No,Credit card,2,1
CX02281,37,50.33,Month-to-month,Fiber,No,Electronic check,3,1
CX02282,66,35.76,Month-to-month,DSL,No,Electronic check,1,0
CX02283,55,36.07,Month-to-month,Fiber,No,Electronic check,3,1
CX02284,4,48.08,One year,DSL,Yes,Electronic check,0,0
CX02285,48,98.13,Two year,DSL,Yes,Credit card,2,0
CX02286,56,37.5,Month-to-month,Fiber,Yes,Electronic check,1,0
CX02287,21,94.23,One year,Fiber,Yes,Mailed check,0,0
CX02288,54,96.08,Month-to-month,Fiber,No,Bank transfer,2,0
CX02289,7,62.93,Two year,Fiber,No,Credit card,0,0
CX02290,7,65.85,One year,DSL,Yes,Bank transfer,0,0
CX02291,34,53.46,Two year,Fiber,No,Mailed check,2,0
CX02292,30,66.37,Month-to-month,Fiber,No,Credit card,2,0
CX02293,64,81.36,Month-to-month,DSL,No,Electronic check,2,0
CX02294,60,67.1,One year,None,Yes,Credit card,2,0
CX02295,44,88.79,Month-to-month,None,No,Credit card,2,0
CX02296,40,92.94,Two year,DSL,No,Credit card,5,0
CX02297,4,74.43,One year,Fiber,No,Mailed check,1,0
CX02298,14,74.07,One year,Fiber,Yes,Credit card,1,0
CX02299,32,65.53,Month-to-month,Fiber,No,Bank transfer,1,1
CX02300,31,74.48,One year,Fiber,No,Electronic check,0,0
CX02301,28,42.41,One year,Fiber,No,Electronic check,2,0
CX02302,37,75.77,Month-to-month,DSL,No,Credit card,1,0
CX02303,42,71.37,Month-to-month,DSL,Yes,Electronic check,2,1
CX02304,29,47.93,Two year,None,No,Credit card,2,1
CX02305,43,114.11,Month-to-month,Fiber,No,Credit card,1,1
CX02306,8,45.52,Month-to-month,Fiber,No,Mailed check,2,1
CX02307,69,47.78,Month-to-month,DSL,No,Mailed check,3,1
CX02308,38,72.97,One year,Fiber,No,Mailed check,2,0
CX02309,25,24.32,Month-to-month,Fiber,Yes,Electronic check,3,0
CX02310,32,49.47,Month-to-month,None,No,Electronic check,0,0
CX02311,30,33.37,One year,Fiber,Yes,Mailed check,2,0
CX02312,21,45.62,Two year,None,No,Electronic check,2,0
CX02313,45,63.93,One year,Fiber,No,Mailed check,2,1
CX02314,64,73.85,Two year,None,Yes,Credit card,1,0
CX02315,64,91.07,Month-to-month,DSL,No,Mailed check,1,0
CX02316,13,84.53,Month-to-month,Fiber,Yes,Electronic check,1,1
CX02317,51,92.84,Month-to-month,Fiber,Yes,Electronic check,4,1
CX02318,55,79.75,Month-to-month,DSL,Yes,Credit card,0,0
CX02319,34,56.54,Month-to-month,Fiber,No,Electronic check,1,0
CX02320,50,91.31,One year,Fiber,Yes,Credit card,3,1
CX02321,59,56.1,Month-to-month,DSL,No,Bank transfer,3,1
CX02322,8,53.33,Month-to-month,Fiber,No,Bank transfer,1,1
CX02323,35,100.4,Month-to-month,Fiber,Yes,Electronic check,2,0
CX02324,3,84.12,Two year,None,Yes,Credit card,2,1
CX02325,70,71.62,Month-to-month,DSL,No,Electronic check,1,0
CX02326,39,83.33,One year,DSL,Yes,Credit card,3,0
CX02327,21,86.1,Month-to-month,Fiber,Yes,Credit card,1,0
CX02328,5,36.86,One year,None,Yes,Electronic check,0,0
CX02329,10,64.73,Month-to-month,DSL,Yes,Mailed check,0,1
CX02330,21,40.89,Month-to-month,Fiber,Yes,Electronic check,2,0
CX02331,60,69.48,Month-to-month,Fiber,No,Bank transfer,0,0
CX02332,71,52.05,Month-to-month,DSL,No,Credit card,2,0
CX02333,22,96.64,Month-to-month,DSL,No,Mailed check,0,0
CX02334,25,78.18,Month-to-month,None,No,Mailed check,1,1
CX02335,62,48.95,Month-to-month,Fiber,Yes,Credit card,1,0
CX02336,8,66.38,One year,Fiber,Yes,Electronic check,2,1
CX02337,44,40.16,Month-to-month,None,No,Mailed check,1,0
CX02338,44,67.67,One year,Fiber,No,Mailed check,0,0
CX02339,37,78.8,One year,Fiber,No,Mailed check,1,0
CX02340,61,72.56,Month-to-month,Fiber,No,Electronic check,1,0
CX02341,7,24.36,Month-to-month,DSL,No,Electronic check,0,1
CX02342,21,59.4,Month-to-month,Fiber,Yes,Credit card,2,1
CX02343,57,77.95,Two year,Fiber,No,Electronic check,1,0
CX02344,22,73.49,Month-to-month,None,No,Bank transfer,0,1
CX02345,5,92.25,Month-to-month,Fiber,No,Mailed check,1,1
CX02346,33,38.51,Month-to-month,Fiber,Yes,Electronic check,0,0
CX02347,70,78.27,Month-to-month,Fiber,No,Electronic check,3,1
CX02348,57,52.45,One year,DSL,No,Electronic check,1,0
CX02349,64,71.04,One year,DSL,No,Credit card,0,0
CX02350,21,75.67,One year,None,No,Mailed check,0,0
CX02351,22,81.85,One year,Fiber,No,Electronic check,1,1
CX02352,12,54.06,Month-to-month,DSL,Yes,Electronic check,2,1
CX02353,10,70.81,Month-to-month,DSL,No,Credit card,1,1
CX02354,21,41.06,Month-to-month,DSL,Yes,Electronic check,0,0
CX02355,64,35.73,Month-to-month,Fiber,No,Credit card,2,0
CX02356,49,78.95,One year,DSL,Yes,Bank transfer,1,0
CX02357,35,65.54,One year,DSL,No,Mailed check,1,0
CX02358,34,31.14,Month-to-month,Fiber,Yes,Electronic check,3,0
CX02359,9,48.04,Month-to-month,DSL,Yes,Bank transfer,0,0
CX02360,36,67.15,Month-to-month,DSL,No,Credit card,0,0
CX02361,36,100.93,One year,DSL,Yes,Electronic check,1,0
CX02362,56,89.71,One year,DSL,No,Electronic check,1,0
CX02363,18,84.28,Month-to-month,Fiber,No,Electronic check,1,1
CX02364,63,27.47,Month-to-month,Fiber,Yes,Electronic check,1,0
CX02365,30,64.59,Month-to-month,Fiber,Yes,Bank transfer,1,0
CX02366,5,77.22,Month-to-month,DSL,No,Bank transfer,3,1
CX02367,47,75.38,One year,None,No,Bank transfer,1,0
CX02368,44,75.87,Month-to-month,Fiber,No,Credit card,2,1
CX02369,66,61.59,Two year,DSL,Yes,Bank transfer,0,0
CX02370,40,105.38,Two year,Fiber,No,Credit card,2,0
CX02371,58,99.19,Two year,DSL,No,Mailed check,1,0
CX02372,18,64.66,Month-to-month,None,No,Electronic check,2,1
CX02373,12,45.17,Two year,Fiber,No,Electronic check,2,1
CX02374,47,111.88,Month-to-month,Fiber,No,Electronic check,1,1
CX02375,35,54.56,One year,Fiber,Yes,Bank transfer,1,0
CX02376,58,93.03,Month-to-month,DSL,No,Electronic check,1,0
CX02377,36,108.7,Two year,DSL,Yes,Bank transfer,0,0
CX02378,58,45.97,Month-to-month,DSL,Yes,Electronic check,2,0
CX02379,72,73.1,One year,Fiber,Yes,Bank transfer,1,0
CX02380,70,59.07,Month-to-month,DSL,No,Bank transfer,3,0
CX02381,7,78.04,Month-to-month,DSL,Yes,Credit card,1,1
CX02382,70,73.76,One year,Fiber,No,Electronic check,0,0
CX02383,37,109.5,Month-to-month,Fiber,Yes,Bank transfer,0,1
CX02384,27,79.69,One year,DSL,No,Electronic check,2,1
CX02385,66,66.52,Month-to-month,DSL,No,Bank transfer,2,0
CX02386,13,91.48,Month-to-month,Fiber,No,Bank transfer,3,1
CX02387,29,60.73,Month-to-month,DSL,No,Electronic check,0,0
CX02388,60,58.68,Month-to-month,DSL,No,Bank transfer,3,0
CX02389,19,115.95,Month-to-month,None,Yes,Bank transfer,3,0
CX02390,68,48.65,One year,Fiber,No,Mailed check,2,0
CX02391,41,55.96,One year,DSL,Yes,Bank transfer,2,0
CX02392,37,67.68,Two year,Fiber,No,Electronic check,1,0
CX02393,24,43.46,Two year,Fiber,Yes,Electronic check,0,0
CX02394,10,20.32,Month-to-month,DSL,Yes,Electronic check,1,0
CX02395,67,89.93,One year,Fiber,No,Mailed check,1,0
CX02396,1,49.45,One year,DSL,No,Bank transfer,0,1
CX02397,7,54.8,Month-to-month,DSL,Yes,Mailed check,0,0
CX02398,6,58.52,One year,DSL,Yes,Electronic check,1,0
CX02399,15,45.12,Month-to-month,DSL,Yes,Electronic check,3,1
CX02400,53,43.08,Month-to-month,DSL,No,Mailed check,4,0
CX02401,7,70.24,One year,DSL,No,Electronic check,3,1
CX02402,11,119.45,Month-to-month,None,No,Bank transfer,2,0
CX02403,52,82.91,Month-to-month,Fiber,No,Credit card,0,0
CX02404,3,83.14,Two year,Fiber,No,Bank transfer,2,0
CX02405,22,33.59,Month-to-month,DSL,Yes,Credit card,0,0
CX02406,60,66.17,One year,DSL,No,Electronic check,4,0
CX02407,65,40.67,Month-to-month,Fiber,Yes,Bank transfer,1,0
CX02408,36,83.69,Two year,None,No,Bank transfer,1,0
CX02409,65,61.69,Two year,Fiber,Yes,Credit card,2,0
CX02410,64,67.54,One year,Fiber,Yes,Bank transfer,0,0
CX02411,68,64.76,Two year,DSL,No,Electronic check,3,0
CX02412,18,53.87,One year,Fiber,Yes,Bank transfer,1,1
CX02413,19,33.23,One year,DSL,Yes,Electronic check,1,0
CX02414,48,79.46,One year,Fiber,Yes,Credit card,1,0
CX02415,1,36.28,Two year,Fiber,Yes,Bank transfer,2,0
CX02416,20,40.73,Month-to-month,DSL,No,Electronic check,0,0
CX02417,28,60.16,One year,DSL,No,Credit card,1,1
CX02418,65,51.17,Month-to-month,Fiber,No,Electronic check,3,0
CX02419,70,72.46,Month-to-month,DSL,No,Bank transfer,3,1
CX02420,25,88.93,Month-to-month,DSL,No,Mailed check,3,1
CX02421,55,72.18,One year,Fiber,No,Mailed check,1,0
CX02422,40,71.04,One year,Fiber,No,Bank transfer,2,0
CX02423,5,67.22,Two year,DSL,No,Electronic check,0,0
CX02424,29,85.58,Two year,DSL,No,Credit card,1,0
CX02425,51,26.09,Month-to-month,DSL,No,Mailed check,1,0
CX02426,51,74.78,Month-to-month,None,Yes,Mailed check,2,0
CX02427,67,46.18,Month-to-month,DSL,No,Credit card,1,0
CX02428,46,39.58,One year,Fiber,No,Credit card,4,0
CX02429,70,66.81,Month-to-month,DSL,No,Mailed check,1,0
CX02430,33,58.18,Two year,Fiber,Yes,Electronic check,1,1
CX02431,52,79.53,Month-to-month,Fiber,Yes,Electronic check,0,1
CX02432,45,90.92,Two year,Fiber,No,Credit card,0,0
CX02433,63,18.0,One year,Fiber,Yes,Mailed check,2,0
CX02434,67,65.11,One year,Fiber,No,Bank transfer,1,0
CX02435,61,109.79,One year,Fiber,No,Electronic check,2,0
CX02436,69,85.79,Two year,None,No,Bank transfer,2,0
CX02437,26,98.52,Month-to-month,None,Yes,Electronic check,1,0
CX02438,72,68.94,Two year,DSL,No,Credit card,2,0
CX02439,8,35.13,Two year,DSL,Yes,Mailed check,1,0
CX02440,27,41.95,One year,Fiber,No,Electronic check,2,0
CX02441,53,82.36,One year,Fiber,No,Credit card,1,0
CX02442,45,87.8,Month-to-month,DSL,No,Bank transfer,0,0
CX02443,10,50.61,Month-to-month,DSL,No,Credit card,3,1
CX02444,49,60.8,One year,Fiber,No,Mailed check,4,0
CX02445,28,72.46,Month-to-month,Fiber,Yes,Credit card,2,1
CX02446,58,28.2,Month-to-month,Fiber,No,Credit card,2,0
CX02447,72,59.0,Two year,DSL,No,Electronic check,0,0
CX02448,15,102.3,One year,Fiber,No,Electronic check,1,1
CX02449,41,114.79,Month-to-month,Fiber,No,Electronic check,2,1
CX02450,3,64.32,Month-to-month,DSL,No,Credit card,0,0
CX02451,38,107.0,One year,DSL,Yes,Electronic check,4,0
CX02452,61,55.15,Two year,None,No,Electronic check,2,0
CX02453,69,48.88,One year,DSL,No,Electronic check,2,0
CX02454,58,18.0,One year,Fiber,No,Credit card,1,0
CX02455,21,87.76,One year,None,No,Electronic check,1,1
CX02456,28,58.48,Month-to-month,Fiber,No,Bank transfer,3,1
CX02457,72,118.18,One year,DSL,Yes,Bank transfer,1,1
CX02458,57,74.0,Two year,Fiber,Yes,Mailed check,2,0
CX02459,66,70.86,Two year,Fiber,No,Electronic check,2,0
CX02460,18,26.98,Two year,None,No,Credit card,3,0
CX02461,27,99.72,Month-to-month,Fiber,No,Bank transfer,1,1
CX02462,60,58.74,One year,Fiber,No,Electronic check,2,0
CX02463,24,63.18,Month-to-month,Fiber,No,Electronic check,1,1
CX02464,55,18.18,Two year,None,No,Bank transfer,3,0
CX02465,10,87.1,One year,Fiber,No,Mailed check,0,1
CX02466,5,88.48,Month-to-month,Fiber,Yes,Credit card,3,0
CX02467,66,53.4,One year,None,No,Electronic check,0,0
CX02468,22,68.78,Month-to-month,None,No,Electronic check,5,1
CX02469,14,75.37,Two year,Fiber,No,Bank transfer,1,0
CX02470,19,87.93,One year,Fiber,No,Credit card,2,1
CX02471,1,69.04,Month-to-month,None,Yes,Mailed check,3,1
CX02472,55,104.65,Month-to-month,Fiber,Yes,Mailed check,2,0
CX02473,65,61.42,Month-to-month,Fiber,No,Mailed check,0,0
CX02474,2,53.41,Month-to-month,Fiber,Yes,Electronic check,1,1
CX02475,44,56.49,Month-to-month,Fiber,Yes,Bank transfer,3,0
CX02476,27,18.0,Month-to-month,None,No,Electronic check,0,1
CX02477,49,49.01,Month-to-month,None,Yes,Credit card,1,0
CX02478,51,88.92,Month-to-month,Fiber,No,Electronic check,1,0
CX02479,53,72.59,Month-to-month,DSL,Yes,Bank transfer,0,0
CX02480,4,48.76,Month-to-month,Fiber,Yes,Mailed check,2,1
CX02481,4,74.47,Month-to-month,DSL,No,Electronic check,1,1
CX02482,69,22.37,Month-to-month,DSL,Yes,Mailed check,4,0
CX02483,7,60.52,Month-to-month,Fiber,No,Credit card,3,1
CX02484,37,78.34,Month-to-month,DSL,No,Electronic check,2,1
CX02485,36,82.15,One year,Fiber,Yes,Credit card,6,0
CX02486,28,49.75,Two year,Fiber,Yes,Credit card,2,0
CX02487,4,86.88,One year,DSL,Yes,Bank transfer,1,1
CX02488,13,107.93,Month-to-month,Fiber,No,Mailed check,0,1
CX02489,37,57.41,Two year,Fiber,No,Credit card,1,0
CX02490,8,83.11,One year,Fiber,Yes,Credit card,1,0
CX02491,54,32.54,Two year,DSL,No,Credit card,2,0
CX02492,62,23.65,One year,Fiber,No,Credit card,1,0
CX02493,48,80.29,Month-to-month,DSL,No,Bank transfer,1,1
CX02494,60,67.77,Month-to-month,Fiber,Yes,Credit card,0,0
CX02495,45,71.22,Month-to-month,DSL,No,Bank transfer,1,0
CX02496,50,54.0,Month-to-month,Fiber,No,Bank transfer,2,0
CX02497,4,60.37,Month-to-month,Fiber,No,Bank transfer,0,1
CX02498,40,84.68,Month-to-month,Fiber,No,Bank transfer,1,1
CX02499,18,104.65,Two year,DSL,Yes,Credit card,2,1
CX02500,14,62.08,One year,Fiber,Yes,Bank transfer,1,0
CX02501,65,30.53,One year,Fiber,Yes,Bank transfer,5,0
CX02502,60,94.89,Month-to-month,None,No,Bank transfer,1,0
CX02503,9,80.12,One year,Fiber,Yes,Credit card,3,1
CX02504,72,81.87,One year,Fiber,Yes,Electronic check,3,0
CX02505,39,70.87,Month-to-month,Fiber,No,Electronic check,1,1
CX02506,45,117.99,Month-to-month,DSL,No,Bank transfer,0,0
CX02507,4,68.53,Month-to-month,None,Yes,Electronic check,2,1
CX02508,64,78.19,One year,Fiber,No,Mailed check,1,0
CX02509,68,26.08,Month-to-month,DSL,No,Credit card,3,0
CX02510,56,54.13,Month-to-month,Fiber,No,Mailed check,1,0
CX02511,13,51.75,One year,None,No,Bank transfer,0,0
CX02512,38,66.21,Two year,Fiber,No,Credit card,1,1
CX02513,30,74.53,Month-to-month,DSL,Yes,Credit card,2,0
CX02514,29,50.38,Two year,Fiber,Yes,Electronic check,1,0
CX02515,40,104.97,Month-to-month,Fiber,No,Electronic check,3,1
CX02516,52,43.42,One year,DSL,Yes,Mailed check,2,0
CX02517,52,56.96,Month-to-month,Fiber,Yes,Mailed check,1,0
